id,season,city,date,match_type,player_of_match,venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,target_runs,target_overs,super_over,method,umpire1,umpire2,year
1422134,2024,Visakhapatnam,2024-04-03,League,SP Narine,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,KKR,DC,KKR,bat,KKR,runs,106.0,273.0,20.0,N,,A Totre,UV Gandhe,2024
1422135,2024,Ahmedabad,2024-04-04,League,Shashank Singh,"Narendra Modi Stadium, Ahmedabad",GT,PBKS,PBKS,field,PBKS,wickets,3.0,200.0,20.0,N,,Nitin Menon,VA Kulkarni,2024
1422136,2024,Hyderabad,2024-04-05,League,Abhishek Sharma,Rajiv Gandhi International Stadium,CSK,SRH,SRH,field,SRH,wickets,6.0,166.0,20.0,N,,R Pandit,YC Barde,2024
1422137,2024,Jaipur,2024-04-06,League,JC Buttler,Sawai Mansingh Stadium,RCB,RR,RR,field,RR,wickets,6.0,184.0,20.0,N,,AG Wharf,Tapan Sharma,2024
1422138,2024,Mumbai,2024-04-07,League,R Shepherd,Wankhede Stadium,MI,DC,DC,field,MI,runs,29.0,235.0,20.0,N,,HDPK Dharmasena,UV Gandhe,2024
1422139,2024,Lucknow,2024-04-07,League,Yash Thakur,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,GT,LSG,bat,LSG,runs,33.0,164.0,20.0,N,,A Nand Kishore,VK Sharma,2024
1426260,2024,Chennai,2024-04-08,League,RA Jadeja,MA Chidambaram Stadium,KKR,CSK,CSK,field,CSK,wickets,7.0,138.0,20.0,N,,AK Chaudhary,MV Saidharshan Kumar,2024
1426261,2024,Mohali,2024-04-09,League,Nithish Kumar Reddy,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",SRH,PBKS,PBKS,field,SRH,runs,2.0,183.0,20.0,N,,Navdeep Singh,NA Patwardhan,2024
1426262,2024,Jaipur,2024-04-10,League,Rashid Khan,Sawai Mansingh Stadium,RR,GT,GT,field,GT,wickets,3.0,197.0,20.0,N,,HDPK Dharmasena,Vinod Seshan,2024
1426263,2024,Mumbai,2024-04-11,League,JJ Bumrah,Wankhede Stadium,RCB,MI,MI,field,MI,wickets,7.0,197.0,20.0,N,,Nitin Menon,VA Kulkarni,2024
1426264,2024,Lucknow,2024-04-12,League,Kuldeep Yadav,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,DC,LSG,bat,DC,wickets,6.0,168.0,20.0,N,,R Pandit,YC Barde,2024
1426265,2024,Mohali,2024-04-13,League,SO Hetmyer,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",PBKS,RR,RR,field,RR,wickets,3.0,148.0,20.0,N,,AK Chaudhary,Tapan Sharma,2024
1426267,2024,Mumbai,2024-04-14,League,M Pathirana,Wankhede Stadium,CSK,MI,MI,field,CSK,runs,20.0,207.0,20.0,N,,Nitin Menon,HAS Khalid,2024
1426266,2024,Kolkata,2024-04-14,League,PD Salt,Eden Gardens,LSG,KKR,KKR,field,KKR,wickets,8.0,162.0,20.0,N,,A Totre,Vinod Seshan,2024
1426268,2024,Bengaluru,2024-04-15,League,TM Head,M Chinnaswamy Stadium,SRH,RCB,RCB,field,SRH,runs,25.0,288.0,20.0,N,,AK Chaudhary,R Pandit,2024
1426269,2024,Kolkata,2024-04-16,League,JC Buttler,Eden Gardens,KKR,RR,RR,field,RR,wickets,2.0,224.0,20.0,N,,MA Gough,UV Gandhe,2024
1426270,2024,Ahmedabad,2024-04-17,League,RR Pant,"Narendra Modi Stadium, Ahmedabad",GT,DC,DC,field,DC,wickets,6.0,90.0,20.0,N,,NA Patwardhan,VK Sharma,2024
1426271,2024,Mohali,2024-04-18,League,JJ Bumrah,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",MI,PBKS,PBKS,field,MI,runs,9.0,193.0,20.0,N,,A Nand Kishore,VA Kulkarni,2024
1426272,2024,Lucknow,2024-04-19,League,KL Rahul,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",CSK,LSG,LSG,field,LSG,wickets,8.0,177.0,20.0,N,,AK Chaudhary,R Pandit,2024
1426273,2024,Delhi,2024-04-20,League,TM Head,Arun Jaitley Stadium,SRH,DC,DC,field,SRH,runs,67.0,267.0,20.0,N,,J Madanagopal,Navdeep Singh,2024
1426275,2024,Mohali,2024-04-21,League,R Sai Kishore,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",PBKS,GT,PBKS,bat,GT,wickets,3.0,143.0,20.0,N,,A Nand Kishore,VA Kulkarni,2024
1426274,2024,Kolkata,2024-04-21,League,AD Russell,Eden Gardens,KKR,RCB,RCB,field,KKR,runs,1.0,223.0,20.0,N,,A Totre,Vinod Seshan,2024
1426276,2024,Jaipur,2024-04-22,League,Sandeep Sharma,Sawai Mansingh Stadium,MI,RR,MI,bat,RR,wickets,9.0,180.0,20.0,N,,AK Chaudhary,MV Saidharshan Kumar,2024
1426277,2024,Chennai,2024-04-23,League,MP Stoinis,MA Chidambaram Stadium,CSK,LSG,LSG,field,LSG,wickets,6.0,211.0,20.0,N,,NA Patwardhan,Tapan Sharma,2024
1426278,2024,Delhi,2024-04-24,League,RR Pant,Arun Jaitley Stadium,DC,GT,GT,field,DC,runs,4.0,225.0,20.0,N,,KN Ananthapadmanabhan,UV Gandhe,2024
1426279,2024,Hyderabad,2024-04-25,League,RM Patidar,Rajiv Gandhi International Stadium,RCB,SRH,RCB,bat,RCB,runs,35.0,207.0,20.0,N,,Nitin Menon,HAS Khalid,2024
1426280,2024,Kolkata,2024-04-26,League,JM Bairstow,Eden Gardens,KKR,PBKS,PBKS,field,PBKS,wickets,8.0,262.0,20.0,N,,AK Chaudhary,YC Barde,2024
1426281,2024,Delhi,2024-04-27,League,J Fraser-McGurk,Arun Jaitley Stadium,DC,MI,MI,field,DC,runs,10.0,258.0,20.0,N,,Navdeep Singh,NA Patwardhan,2024
1426282,2024,Lucknow,2024-04-27,League,SV Samson,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RR,RR,field,RR,wickets,7.0,197.0,20.0,N,,KN Ananthapadmanabhan,MA Gough,2024
1426283,2024,Ahmedabad,2024-04-28,League,WG Jacks,"Narendra Modi Stadium, Ahmedabad",GT,RCB,RCB,field,RCB,wickets,9.0,201.0,20.0,N,,Nitin Menon,VK Sharma,2024
1426284,2024,Chennai,2024-04-28,League,RD Gaikwad,MA Chidambaram Stadium,CSK,SRH,SRH,field,CSK,runs,78.0,213.0,20.0,N,,R Pandit,MV Saidharshan Kumar,2024
1426285,2024,Kolkata,2024-04-29,League,CV Varun,Eden Gardens,DC,KKR,DC,bat,KKR,wickets,7.0,154.0,20.0,N,,Navdeep Singh,Tapan Sharma,2024
1426286,2024,Lucknow,2024-04-30,League,MP Stoinis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",MI,LSG,LSG,field,LSG,wickets,4.0,145.0,20.0,N,,MA Gough,UV Gandhe,2024
1426287,2024,Chennai,2024-05-01,League,Harpreet Brar,MA Chidambaram Stadium,CSK,PBKS,PBKS,field,PBKS,wickets,7.0,163.0,20.0,N,,HAS Khalid,VK Sharma,2024
1426288,2024,Hyderabad,2024-05-02,League,B Kumar,Rajiv Gandhi International Stadium,SRH,RR,SRH,bat,SRH,runs,1.0,202.0,20.0,N,,AK Chaudhary,YC Barde,2024
1426289,2024,Mumbai,2024-05-03,League,VR Iyer,Wankhede Stadium,KKR,MI,MI,field,KKR,runs,24.0,170.0,20.0,N,,J Madanagopal,Tapan Sharma,2024
1426290,2024,Bengaluru,2024-05-04,League,Mohammed Siraj,M Chinnaswamy Stadium,GT,RCB,RCB,field,RCB,wickets,4.0,148.0,20.0,N,,A Totre,Vinod Seshan,2024
1426292,2024,Lucknow,2024-05-05,League,SP Narine,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",KKR,LSG,LSG,field,KKR,runs,98.0,236.0,20.0,N,,MV Saidharshan Kumar,YC Barde,2024
1426291,2024,Dharamsala,2024-05-05,League,RA Jadeja,"Himachal Pradesh Cricket Association Stadium, Dharamsala",CSK,PBKS,PBKS,field,CSK,runs,28.0,168.0,20.0,N,,A Nand Kishore,VA Kulkarni,2024
1426293,2024,Mumbai,2024-05-06,League,SA Yadav,Wankhede Stadium,SRH,MI,MI,field,MI,wickets,7.0,174.0,20.0,N,,Navdeep Singh,Tapan Sharma,2024
1426294,2024,Delhi,2024-05-07,League,Kuldeep Yadav,Arun Jaitley Stadium,DC,RR,RR,field,DC,runs,20.0,222.0,20.0,N,,KN Ananthapadmanabhan,UV Gandhe,2024
1426295,2024,Hyderabad,2024-05-08,League,TM Head,Rajiv Gandhi International Stadium,LSG,SRH,LSG,bat,SRH,wickets,10.0,166.0,20.0,N,,MV Saidharshan Kumar,YC Barde,2024
1426296,2024,Dharamsala,2024-05-09,League,V Kohli,"Himachal Pradesh Cricket Association Stadium, Dharamsala",RCB,PBKS,PBKS,field,RCB,runs,60.0,242.0,20.0,N,,Nitin Menon,HAS Khalid,2024
1426297,2024,Ahmedabad,2024-05-10,League,Shubman Gill,"Narendra Modi Stadium, Ahmedabad",GT,CSK,CSK,field,GT,runs,35.0,232.0,20.0,N,,KN Ananthapadmanabhan,NA Patwardhan,2024
1426298,2024,Kolkata,2024-05-11,League,CV Varun,Eden Gardens,KKR,MI,MI,field,KKR,runs,18.0,158.0,16.0,N,,UV Gandhe,Vinod Seshan,2024
1426299,2024,Chennai,2024-05-12,League,Simarjeet Singh,MA Chidambaram Stadium,RR,CSK,RR,bat,CSK,wickets,5.0,142.0,20.0,N,,R Pandit,YC Barde,2024
1426300,2024,Bengaluru,2024-05-12,League,C Green,M Chinnaswamy Stadium,RCB,DC,DC,field,RCB,runs,47.0,188.0,20.0,N,,A Nand Kishore,VA Kulkarni,2024
1426302,2024,Delhi,2024-05-14,League,I Sharma,Arun Jaitley Stadium,DC,LSG,LSG,field,DC,runs,19.0,209.0,20.0,N,,A Totre,Vinod Seshan,2024
1426303,2024,Guwahati,2024-05-15,League,SM Curran,"Barsapara Cricket Stadium, Guwahati",RR,PBKS,RR,bat,PBKS,wickets,5.0,145.0,20.0,N,,R Pandit,MV Saidharshan Kumar,2024
1426305,2024,Mumbai,2024-05-17,League,N Pooran,Wankhede Stadium,LSG,MI,MI,field,LSG,runs,18.0,215.0,20.0,N,,Navdeep Singh,R Pandit,2024
1426306,2024,Bengaluru,2024-05-18,League,F du Plessis,M Chinnaswamy Stadium,RCB,CSK,CSK,field,RCB,runs,27.0,219.0,20.0,N,,A Totre,KN Ananthapadmanabhan,2024
1426307,2024,Hyderabad,2024-05-19,League,Abhishek Sharma,Rajiv Gandhi International Stadium,PBKS,SRH,PBKS,bat,SRH,wickets,4.0,215.0,20.0,N,,Nitin Menon,VK Sharma,2024
1426309,2024,Ahmedabad,2024-05-21,Qualifier 1,MA Starc,"Narendra Modi Stadium, Ahmedabad",SRH,KKR,SRH,bat,KKR,wickets,8.0,160.0,20.0,N,,AK Chaudhary,R Pandit,2024
1426310,2024,Ahmedabad,2024-05-22,Eliminator,R Ashwin,"Narendra Modi Stadium, Ahmedabad",RCB,RR,RR,field,RR,wickets,4.0,173.0,20.0,N,,KN Ananthapadmanabhan,MV Saidharshan Kumar,2024
1426311,2024,Chennai,2024-05-24,Qualifier 2,Shahbaz Ahmed,MA Chidambaram Stadium,SRH,RR,RR,field,SRH,runs,36.0,176.0,20.0,N,,Nitin Menon,VK Sharma,2024
1426312,2024,Chennai,2024-05-26,Final,MA Starc,MA Chidambaram Stadium,SRH,KKR,SRH,bat,KKR,wickets,8.0,114.0,20.0,N,,J Madanagopal,Nitin Menon,2024
